trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5195000000000001, 'e': 0.997004495503373}",20,0,-62.90986082125925,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
2,False,"{'a': 0.519, 'e': 0.9940179640539353}",25,0,-68.20750462397756,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
3,False,"{'a': 0.5185000000000001, 'e': 0.9910403787728836}",20,0,-41.2937251837279,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
4,False,"{'a': 0.518, 'e': 0.9880717128619305}",25,0,-159.88217511463537,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
5,False,"{'a': 0.5175000000000001, 'e': 0.9851119396030626}",25,0,-239.5681536745635,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 4}",0
6,False,"{'a': 0.517, 'e': 0.9821610323583008}",20,0,-91.63209479282433,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
7,False,"{'a': 0.5165000000000001, 'e': 0.9792189645694596}",25,0,-196.79840727883527,"{0: 11, 1: 5, 2: 6, 3: 0, 4: 3}",0
8,False,"{'a': 0.516, 'e': 0.9762857097579093}",30,0,-181.301760539306,"{0: 17, 1: 7, 2: 2, 3: 1, 4: 3}",0
9,False,"{'a': 0.5155000000000001, 'e': 0.9733612415243368}",20,0,-103.79743183924285,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
10,False,"{'a': 0.515, 'e': 0.9704455335485082}",35,0,-408.00031234818596,"{0: 15, 1: 2, 2: 8, 3: 3, 4: 7}",0
11,False,"{'a': 0.5145000000000001, 'e': 0.967538559589032}",30,0,-127.4993004682295,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
12,False,"{'a': 0.514, 'e': 0.9646402934831231}",30,7,-59.909858936350346,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 1}",1
13,False,"{'a': 0.5135000000000001, 'e': 0.9617507091463667}",20,0,-112.05048388300705,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
14,False,"{'a': 0.513, 'e': 0.9588697805724845}",20,0,-149.729275404105,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
15,False,"{'a': 0.5125000000000001, 'e': 0.9559974818331}",30,0,-135.34823239687282,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
16,False,"{'a': 0.512, 'e': 0.9531337870775047}",25,0,-243.47737475940616,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 5}",0
17,False,"{'a': 0.5115000000000001, 'e': 0.950278670532427}",20,0,-11.729224374463548,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
18,False,"{'a': 0.511, 'e': 0.9474321065017983}",25,0,-168.02375902147025,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 2}",0
19,False,"{'a': 0.5105000000000001, 'e': 0.9445940693665233}",25,0,-183.80418705155805,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
20,False,"{'a': 0.51, 'e': 0.9417645335842487}",25,0,-185.30884757068168,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
21,False,"{'a': 0.5095000000000001, 'e': 0.9389434736891332}",25,0,-68.8128104013165,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
22,False,"{'a': 0.509, 'e': 0.9361308642916188}",30,0,-187.74775298884353,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 4}",0
23,False,"{'a': 0.5085000000000001, 'e': 0.933326680078202}",30,0,-188.5653748406943,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
24,False,"{'a': 0.508, 'e': 0.9305308958112057}",20,0,-67.84928416721914,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
25,False,"{'a': 0.5075000000000001, 'e': 0.9277434863285529}",35,0,-98.19847801521868,"{0: 24, 1: 4, 2: 5, 3: 1, 4: 1}",0
26,False,"{'a': 0.507, 'e': 0.9249644265435393}",25,0,-155.17625605633654,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 3}",0
27,False,"{'a': 0.5065000000000001, 'e': 0.922193691444608}",25,0,-54.912165068839705,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
28,False,"{'a': 0.506, 'e': 0.9194312560951247}",20,0,-93.86013490209021,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
29,False,"{'a': 0.5055000000000001, 'e': 0.9166770956331523}",25,0,-55.18846525946413,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
30,False,"{'a': 0.505, 'e': 0.9139311852712282}",20,0,-86.6777139040092,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
31,False,"{'a': 0.5045000000000001, 'e': 0.9111935002961405}",25,0,-34.80833127672158,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
32,False,"{'a': 0.504, 'e': 0.9084640160687062}",30,0,-199.52123101641496,"{0: 14, 1: 4, 2: 8, 3: 2, 4: 2}",0
33,False,"{'a': 0.5035000000000001, 'e': 0.9057427080235485}",25,0,-131.49620572164474,"{0: 13, 1: 1, 2: 10, 3: 0, 4: 1}",0
34,False,"{'a': 0.503, 'e': 0.9030295516688768}",20,0,-67.70406153895735,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
35,False,"{'a': 0.5025000000000001, 'e': 0.9003245225862656}",25,0,-211.61322498545928,"{0: 15, 1: 0, 2: 3, 3: 4, 4: 3}",0
36,False,"{'a': 0.502, 'e': 0.8976275964304349}",20,0,-71.22240752240458,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
37,False,"{'a': 0.5015000000000001, 'e': 0.894938748929031}",20,7,-44.70170718327679,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
38,False,"{'a': 0.501, 'e': 0.8922579558824083}",20,0,-115.47401181596501,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
39,False,"{'a': 0.5005000000000001, 'e': 0.8895851931634113}",20,0,-92.8011826433524,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.8869204367171575}",20,0,-43.179213697922954,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
41,False,"{'a': 0.4995, 'e': 0.8842636625608209}",20,0,-113.07024557315549,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
42,False,"{'a': 0.499, 'e': 0.8816148467834161}",25,0,-244.16007835126032,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 5}",0
43,False,"{'a': 0.4985, 'e': 0.8789739655455832}",25,0,-106.19771936930819,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
44,False,"{'a': 0.498, 'e': 0.8763409950793732}",30,0,-131.97625588078552,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
45,False,"{'a': 0.4975, 'e': 0.8737159116880344}",20,0,-68.96195299537602,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
46,False,"{'a': 0.497, 'e': 0.8710986917457983}",25,0,-68.54897423229421,"{0: 16, 1: 0, 2: 9, 3: 0, 4: 0}",0
47,False,"{'a': 0.4965, 'e': 0.8684893116976679}",20,0,-107.04360020533487,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
48,False,"{'a': 0.496, 'e': 0.865887748059205}",20,7,6.218954926487924,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.4955, 'e': 0.8632939774163194}",25,0,-147.03291028045666,"{0: 16, 1: 3, 2: 1, 3: 3, 4: 2}",0
50,False,"{'a': 0.495, 'e': 0.8607079764250578}",20,13,13.709484697733643,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.4945, 'e': 0.8581297218113938}",20,0,-40.632497836174636,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
52,False,"{'a': 0.494, 'e': 0.8555591903710185}",30,13,-70.02126780010532,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
53,False,"{'a': 0.4935, 'e': 0.8529963589691315}",30,0,-66.90800779045847,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
54,False,"{'a': 0.493, 'e': 0.850441204540233}",20,0,-46.749618920332765,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
55,False,"{'a': 0.4925, 'e': 0.8478937040879159}",25,0,-184.8020314783736,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 3}",0
56,False,"{'a': 0.492, 'e': 0.8453538346846587}",30,0,-55.420048516769725,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
57,False,"{'a': 0.4915, 'e': 0.8428215734716199}",35,0,-157.04028829149286,"{0: 22, 1: 5, 2: 4, 3: 2, 4: 2}",0
58,False,"{'a': 0.491, 'e': 0.8402968976584314}",20,0,-98.11401500310089,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
59,False,"{'a': 0.4905, 'e': 0.8377797845229938}",30,0,-70.04606366860087,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
60,False,"{'a': 0.49, 'e': 0.835270211411272}",20,0,-125.63345915237733,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
61,False,"{'a': 0.48950000000000005, 'e': 0.832768155737091}",30,0,-137.29569347992103,"{0: 17, 1: 6, 2: 3, 3: 3, 4: 1}",0
62,False,"{'a': 0.489, 'e': 0.8302735949819326}",20,0,-73.52544503043737,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
63,False,"{'a': 0.48850000000000005, 'e': 0.8277865066947336}",20,0,-114.0131940744129,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
64,False,"{'a': 0.488, 'e': 0.8253068684916823}",20,0,-56.06532581557996,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
65,False,"{'a': 0.48750000000000004, 'e': 0.8228346580560184}",25,0,-89.42033415001873,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
66,False,"{'a': 0.487, 'e': 0.8203698531378311}",20,0,-82.30818390951927,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
67,False,"{'a': 0.48650000000000004, 'e': 0.8179124315538594}",25,0,-208.0884013947557,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
68,False,"{'a': 0.486, 'e': 0.8154623711872927}",25,0,-123.17391945012844,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
69,False,"{'a': 0.48550000000000004, 'e': 0.813019649987571}",25,0,-100.84137697873817,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
70,False,"{'a': 0.485, 'e': 0.8105842459701871}",30,0,-214.44421575755672,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
71,False,"{'a': 0.48450000000000004, 'e': 0.8081561372164884}",20,0,-67.13063739259485,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
72,False,"{'a': 0.484, 'e': 0.8057353018734796}",30,0,-78.99489429435066,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
73,False,"{'a': 0.48350000000000004, 'e': 0.8033217181536265}",30,0,-125.27872363554266,"{0: 20, 1: 2, 2: 4, 3: 3, 4: 1}",0
74,False,"{'a': 0.48300000000000004, 'e': 0.8009153643346592}",25,0,-29.34011181701712,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
75,False,"{'a': 0.48250000000000004, 'e': 0.7985162187593771}",25,10,-26.271884330019436,"{0: 12, 1: 1, 2: 0, 3: 2, 4: 0}",1
76,False,"{'a': 0.48200000000000004, 'e': 0.7961242598354538}",25,0,-133.54997271885918,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
77,False,"{'a': 0.48150000000000004, 'e': 0.7937394660352427}",20,0,-53.68744319836019,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
78,False,"{'a': 0.48100000000000004, 'e': 0.7913618158955839}",20,0,-188.28497208074057,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
79,False,"{'a': 0.48050000000000004, 'e': 0.7889912880176096}",20,12,3.4393342430263223,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.48000000000000004, 'e': 0.7866278610665535}",30,0,-146.80108435198326,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
81,False,"{'a': 0.47950000000000004, 'e': 0.7842715137715565}",20,0,-132.40318878447565,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
82,False,"{'a': 0.47900000000000004, 'e': 0.7819222249254772}",30,0,-123.69050671543111,"{0: 22, 1: 4, 2: 1, 3: 0, 4: 3}",0
83,False,"{'a': 0.47850000000000004, 'e': 0.7795799733847004}",20,0,-84.59846054313478,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
84,False,"{'a': 0.47800000000000004, 'e': 0.7772447380689461}",25,0,-69.46699623176859,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
85,False,"{'a': 0.47750000000000004, 'e': 0.774916497961081}",35,0,-175.80565486649206,"{0: 19, 1: 5, 2: 7, 3: 3, 4: 1}",0
86,False,"{'a': 0.47700000000000004, 'e': 0.772595232106928}",25,0,-158.98443230734134,"{0: 14, 1: 5, 2: 1, 3: 3, 4: 2}",0
87,False,"{'a': 0.47650000000000003, 'e': 0.7702809196150792}",25,0,-92.7254497332378,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
88,False,"{'a': 0.47600000000000003, 'e': 0.7679735396567061}",25,3,-64.59284026854114,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 1}",1
89,False,"{'a': 0.47550000000000003, 'e': 0.7656730714653739}",20,0,-126.51668475209098,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
90,False,"{'a': 0.47500000000000003, 'e': 0.7633794943368531}",20,0,-28.043856929165102,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
91,False,"{'a': 0.47450000000000003, 'e': 0.7610927876289343}",25,0,-57.58417832022872,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
92,False,"{'a': 0.47400000000000003, 'e': 0.7588129307612413}",20,0,-90.46774334254046,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
93,False,"{'a': 0.47350000000000003, 'e': 0.7565399032150474}",20,0,-12.266980531665803,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
94,False,"{'a': 0.47300000000000003, 'e': 0.754273684533089}",20,12,-48.15089741750238,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
95,False,"{'a': 0.47250000000000003, 'e': 0.7520142543193826}",25,11,-55.963529233409695,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
96,False,"{'a': 0.47200000000000003, 'e': 0.7497615922390413}",20,0,-163.49226023375962,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
97,False,"{'a': 0.47150000000000003, 'e': 0.747515678018091}",25,0,-70.53406142632652,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
98,False,"{'a': 0.47100000000000003, 'e': 0.7452764914432887}",20,0,-66.08839467650935,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
99,False,"{'a': 0.47050000000000003, 'e': 0.7430440123619398}",30,0,-64.18881151384049,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
100,False,"{'a': 0.47000000000000003, 'e': 0.7408182206817179}",20,0,-81.05509703969065,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
101,False,"{'a': 0.46950000000000003, 'e': 0.7385990963704826}",20,0,-91.31580749535125,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
102,False,"{'a': 0.46900000000000003, 'e': 0.7363866194561001}",30,13,-50.77876819519847,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
103,False,"{'a': 0.4685, 'e': 0.7341807700262634}",25,6,-5.792956613510874,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.468, 'e': 0.7319815282283126}",20,0,-152.75342660808488,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
105,False,"{'a': 0.4675, 'e': 0.7297888742690568}",30,0,-77.67590149707038,"{0: 23, 1: 4, 2: 1, 3: 0, 4: 2}",0
106,False,"{'a': 0.467, 'e': 0.7276027884145955}",25,0,-90.89457138525891,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
107,False,"{'a': 0.4665, 'e': 0.7254232509901412}",20,0,-69.73563803167396,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
108,False,"{'a': 0.466, 'e': 0.7232502423798424}",25,0,-88.74640730188271,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
109,False,"{'a': 0.4655, 'e': 0.721083743026607}",30,0,-100.18950043445899,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
110,False,"{'a': 0.465, 'e': 0.7189237334319262}",20,1,-60.23935302526395,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
111,False,"{'a': 0.4645, 'e': 0.716770194155699}",20,7,-56.8007847098319,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
112,False,"{'a': 0.464, 'e': 0.7146231058160573}",30,8,-147.60839097387517,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 3}",1
113,False,"{'a': 0.4635, 'e': 0.7124824490891918}",30,17,-84.54898826806027,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
114,False,"{'a': 0.463, 'e': 0.7103482047091773}",35,18,-26.618882321315734,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
115,False,"{'a': 0.4625, 'e': 0.7082203534678}",25,0,-63.13293259007806,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
116,False,"{'a': 0.462, 'e': 0.7060988762143844}",30,0,-178.60124994340956,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
117,False,"{'a': 0.4615, 'e': 0.7039837538556208}",30,0,-113.1784769111776,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
118,False,"{'a': 0.461, 'e': 0.701874967355394}",30,20,-49.212027027232494,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
119,False,"{'a': 0.4605, 'e': 0.699772497734611}",25,0,-97.72368248492629,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",1
120,False,"{'a': 0.46, 'e': 0.697676326071031}",20,14,6.768003051103168,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.4595, 'e': 0.6955864334990951}",20,0,-122.4823846262764,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
122,False,"{'a': 0.459, 'e': 0.6935028012097558}",20,13,10.124771662611135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.4585, 'e': 0.6914254104503085}",30,13,-48.57090273741534,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
124,False,"{'a': 0.458, 'e': 0.6893542425242224}",25,0,-116.66962602267499,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
125,False,"{'a': 0.4575, 'e': 0.6872892787909722}",35,0,-108.94835242043857,"{0: 25, 1: 2, 2: 5, 3: 2, 4: 1}",1
126,False,"{'a': 0.457, 'e': 0.6852305006658703}",25,14,-115.7814502785533,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 2}",1
127,False,"{'a': 0.4565, 'e': 0.6831778896198997}",35,0,-70.6969578418111,"{0: 28, 1: 1, 2: 4, 3: 1, 4: 1}",0
128,False,"{'a': 0.456, 'e': 0.6811314271795471}",20,0,-156.95617686405566,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
129,False,"{'a': 0.4555, 'e': 0.6790910949266368}",30,0,-73.17518662804198,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",0
130,False,"{'a': 0.455, 'e': 0.6770568744981647}",25,0,-39.04186527455805,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
131,False,"{'a': 0.4545, 'e': 0.6750287475861332}",25,2,-53.20901862284225,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 0}",1
132,False,"{'a': 0.454, 'e': 0.6730066959373864}",20,0,-17.49698300451421,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
133,False,"{'a': 0.4535, 'e': 0.6709907013534459}",20,0,-123.74721047351714,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
134,False,"{'a': 0.453, 'e': 0.6689807456903467}",20,0,-66.73057128217394,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
135,False,"{'a': 0.4525, 'e': 0.6669768108584744}",20,0,-18.157380750511365,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
136,False,"{'a': 0.452, 'e': 0.6649788788224019}",25,0,-84.84106998342403,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
137,False,"{'a': 0.4515, 'e': 0.6629869316007274}",30,7,-60.95270935024474,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
138,False,"{'a': 0.451, 'e': 0.6610009512659124}",20,0,-61.624575287805555,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
139,False,"{'a': 0.4505, 'e': 0.6590209199441207}",25,7,-47.418446460688926,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
140,False,"{'a': 0.45, 'e': 0.6570468198150567}",25,0,-25.54831357115338,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
141,False,"{'a': 0.4495, 'e': 0.6550786331118063}",30,2,-80.21738673673335,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 2}",1
142,False,"{'a': 0.449, 'e': 0.6531163421206756}",25,0,-63.99729273314124,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
143,False,"{'a': 0.4485, 'e': 0.6511599291810325}",20,0,2.3323763171010636,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
144,False,"{'a': 0.448, 'e': 0.6492093766851474}",25,0,-55.69134048552354,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
145,False,"{'a': 0.4475, 'e': 0.6472646670780347}",35,0,-133.86666842403048,"{0: 29, 1: 0, 2: 1, 3: 2, 4: 3}",0
146,False,"{'a': 0.447, 'e': 0.6453257828572946}",30,15,-21.32387518822744,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
147,False,"{'a': 0.4465, 'e': 0.6433927065729562}",20,0,-42.92495816827735,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
148,False,"{'a': 0.446, 'e': 0.6414654208273198}",20,0,-69.5583650299497,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
149,False,"{'a': 0.4455, 'e': 0.6395439082748009}",30,8,-31.580679674967065,"{0: 17, 1: 4, 2: 0, 3: 0, 4: 1}",1
150,False,"{'a': 0.445, 'e': 0.6376281516217733}",20,0,-19.130725816227255,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
151,False,"{'a': 0.4445, 'e': 0.6357181336264143}",25,0,-93.02466564422376,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
152,False,"{'a': 0.444, 'e': 0.633813837098549}",20,8,-16.606609947731915,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
153,False,"{'a': 0.4435, 'e': 0.6319152448994959}",25,1,-190.74035013043633,"{0: 11, 1: 5, 2: 4, 3: 1, 4: 3}",1
154,False,"{'a': 0.443, 'e': 0.6300223399419123}",30,15,-60.307099024969055,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
155,False,"{'a': 0.4425, 'e': 0.6281351051896408}",30,0,-81.2872047893407,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
156,False,"{'a': 0.442, 'e': 0.6262535236575559}",20,0,-13.402686338604095,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
157,False,"{'a': 0.4415, 'e': 0.6243775784114112}",25,4,-130.2241348561817,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 1}",1
158,False,"{'a': 0.441, 'e': 0.6225072525676867}",25,5,-115.69596399499383,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",1
159,False,"{'a': 0.4405, 'e': 0.6206425292934373}",20,0,-1.3335630353827206,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.44, 'e': 0.6187833918061408}",20,6,-114.7545770580327,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 2}",1
161,False,"{'a': 0.4395, 'e': 0.6169298233735474}",25,4,-44.829986197690715,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
162,False,"{'a': 0.439, 'e': 0.6150818073135287}",25,0,-38.16129917800784,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
163,False,"{'a': 0.4385, 'e': 0.6132393269939275}",20,16,5.874518090402843,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.438, 'e': 0.6114023658324087}",20,0,-75.61749933343567,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
165,False,"{'a': 0.4375, 'e': 0.6095709072963093}",20,0,-85.38573703235073,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
166,False,"{'a': 0.437, 'e': 0.6077449349024902}",20,0,-101.59729446044284,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
167,False,"{'a': 0.4365, 'e': 0.6059244322171875}",25,0,-47.981538149285555,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
168,False,"{'a': 0.436, 'e': 0.6041093828558647}",25,0,-7.314235978127819,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
169,False,"{'a': 0.4355, 'e': 0.6022997704830654}",20,2,-49.02338028493961,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
170,False,"{'a': 0.435, 'e': 0.6004955788122659}",20,0,-134.56439333434696,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
171,False,"{'a': 0.4345, 'e': 0.5986967916057292}",30,11,-58.40844835044344,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 0}",1
172,False,"{'a': 0.434, 'e': 0.596903392674358}",25,0,-72.30832627100929,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
173,False,"{'a': 0.4335, 'e': 0.5951153658775501}",20,0,-131.52161699845442,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
174,False,"{'a': 0.433, 'e': 0.593332695123052}",25,0,-102.9378628452848,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
175,False,"{'a': 0.4325, 'e': 0.5915553643668151}",30,0,-64.38764491424226,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
176,False,"{'a': 0.43200000000000005, 'e': 0.5897833576128504}",20,0,-3.7766735090972556,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
177,False,"{'a': 0.4315, 'e': 0.5880166589130854}",20,0,-56.67018340056835,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
178,False,"{'a': 0.43100000000000005, 'e': 0.5862552523672196}",25,0,-18.23215384296717,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
179,False,"{'a': 0.4305, 'e': 0.5844991221225824}",30,0,-60.6661415302296,"{0: 25, 1: 1, 2: 1, 3: 2, 4: 1}",0
